id,title,transcription,storage_path,album_id,created_at,updated_at,position_index
25,26-1,"[{""type"":""filler"",""endTime"":4.067532},{""text"":""会社の人はどうですか。どうしてですか。"",""type"":""content"",""endTime"":8.011082},{""type"":""filler"",""endTime"":9.85783},{""text"":""おはようございます。"",""type"":""content"",""endTime"":11.819927,""speaker"":""A""},{""type"":""filler"",""endTime"":17.331951},{""text"":""あ、忙しいんですか。"",""type"":""content"",""endTime"":19.516769,""speaker"":""A""},{""text"":""ええ、ちょっと手伝っていただけませんか。"",""type"":""content"",""endTime"":22.353052,""speaker"":""B""},{""text"":""コピーですか。"",""type"":""content"",""endTime"":23.712819,""speaker"":""A""},{""text"":""ええ、 会議の資料です。"",""type"":""content"",""endTime"":25.570526,""speaker"":""B""},{""text"":""何時に始めるんですか。"",""type"":""content"",""endTime"":27.439946,""speaker"":""A""},{""text"":""9時半からです。"",""type"":""content"",""endTime"":28.776295,""speaker"":""B""},{""text"":""じゃ、 時間がありませんね。 急ぎましょう。"",""type"":""content"",""endTime"":32.289662,""speaker"":""A""},{""type"":""filler"",""endTime"":35.147411},{""text"":""おはようございます。"",""type"":""content"",""endTime"":36.804692,""speaker"":""B""},{""text"":""調子が悪いんですか。"",""type"":""content"",""endTime"":38.968246,""speaker"":""A""},{""text"":""ええ、 昨日の晩12時まで残業しました。"",""type"":""content"",""endTime"":42.766234,""speaker"":""B""},{""text"":""12時？何をしていたんですか。"",""type"":""content"",""endTime"":45.804704,""speaker"":""A""},{""text"":""アメリカ出張の資料を作っていました。"",""type"":""content"",""endTime"":48.569343,""speaker"":""B""},{""text"":""それは大変でしたね。"",""type"":""content"",""endTime"":50.695344,""speaker"":""A""},{""type"":""filler"",""endTime"":53.423514},{""text"":""おはようございます。"",""type"":""content"",""endTime"":55.148341,""speaker"":""A""},{""text"":""ふあーっ、おはよう。"",""type"":""content"",""endTime"":58.088402,""speaker"":""B""},{""text"":""眠いんですか。"",""type"":""content"",""endTime"":59.75938,""speaker"":""A""},{""text"":""ええ、 昨日の晩お酒を飲みましたから。"",""type"":""content"",""endTime"":63.548559,""speaker"":""B""},{""text"":""何時まで飲んでいたんですか。"",""type"":""content"",""endTime"":65.836491,""speaker"":""A""},{""text"":""朝3時までです。高校の時の友達と。"",""type"":""content"",""endTime"":69.604018,""speaker"":""B""},{""text"":""へえ、ずいぶん飲みましたね。"",""type"":""content"",""endTime"":72.464973,""speaker"":""A""},{""type"":""filler"",""endTime"":75.463481},{""text"":""おはようございます。"",""type"":""content"",""endTime"":77.135711,""speaker"":""B""},{""text"":""今日は元気ですね。いいことがあったんですか。"",""type"":""content"",""endTime"":80.375615,""speaker"":""A""},{""text"":""ええ、 昨日の晩、子どもが生まれたんです。"",""type"":""content"",""endTime"":83.629863,""speaker"":""B""},{""text"":""それはおめでとうございます。 どちらなんですか。"",""type"":""content"",""endTime"":86.85912,""speaker"":""A""},{""text"":""女の子です。"",""type"":""content"",""endTime"":88.203957,""speaker"":""B""},{""type"":""filler"",""endTime"":9999}]",63870343-26-1.mp3,6,2023-11-24 12:43:27.113006+00,2023-11-24 12:43:27.113006+00,261
26,38-1,"[{""type"":""filler"",""endTime"":7.058628},{""text"":""本を読むのが好きですか。"",""type"":""content"",""endTime"":9.790987},{""type"":""filler"",""endTime"":11.423389},{""text"":""お母さんは料理を作るのが上手ですか。"",""type"":""content"",""endTime"":15.055862},{""type"":""filler"",""endTime"":17.126966},{""text"":""日本で生活するのは大変だと思いますか。"",""type"":""content"",""endTime"":21.14166},{""type"":""filler"",""endTime"":23.12743},{""text"":""日本には島が6800ぐらいあるのを知っていますか。"",""type"":""content"",""endTime"":28.220586},{""type"":""filler"",""endTime"":29.782156},{""text"":""日本語の勉強を始めたのはいつですか。"",""type"":""content"",""endTime"":33.218526},{""type"":""filler"",""endTime"":9999}]",208572626-38-1.m4a,5,2023-11-28 06:44:52.71569+00,2023-11-28 06:44:52.71569+00,381
30,39-1,"[{""type"":""filler"",""endTime"":7.10494},{""text"":""雨で学校が休みになったことがありますか。"",""type"":""content"",""endTime"":10.497256},{""type"":""filler"",""endTime"":12.750908},{""text"":""家族や友達に会えなくて、寂しいとき、どうしますか。"",""type"":""content"",""endTime"":16.643459},{""type"":""filler"",""endTime"":9999}]",208574737-39-1.m4a,5,2023-11-29 07:28:34.678332+00,2023-11-29 07:28:34.678332+00,391
29,26-2,"[{""type"":""filler"",""endTime"":1.811281},{""text"":""学生はいろいろなことをします。どうしてですか。"",""type"":""content"",""endTime"":6.559304},{""type"":""filler"",""endTime"":20.526743},{""text"":""さあ、始めましょう。 皆さん、昨日の宿題は？"",""type"":""content"",""endTime"":25.401296,""speaker"":""A""},{""text"":""先生、あのう。"",""type"":""content"",""endTime"":27.818275,""speaker"":""B""},{""text"":""タワポンさん、どうしたんですか。"",""type"":""content"",""endTime"":30.465825,""speaker"":""A""},{""text"":""すみません、 宿題を忘れました。 明日出してもいいですか。"",""type"":""content"",""endTime"":35.366679,""speaker"":""B""},{""text"":""うちに忘れたんですか？"",""type"":""content"",""endTime"":37.421537,""speaker"":""A""},{""text"":""実は、昨日できなかったんです。"",""type"":""content"",""endTime"":40.66382,""speaker"":""B""},{""text"":""じゃ、 明日は土曜日だから、 月曜日に出してくださいね。"",""type"":""content"",""endTime"":44.743488,""speaker"":""A""},{""text"":""はい。"",""type"":""content"",""endTime"":45.588762,""speaker"":""B""},{""type"":""filler"",""endTime"":48.730829},{""text"":""先生、すみません、帰ってもいいか。"",""type"":""content"",""endTime"":52.54721,""speaker"":""B""},{""text"":""ジャンさん、どうしたんですか。 調子が悪いんですか。"",""type"":""content"",""endTime"":56.554468,""speaker"":""A""},{""text"":""ええ、お腹がとても痛いんです。"",""type"":""content"",""endTime"":59.994976,""speaker"":""B""},{""text"":""そうですか。 じゃ、お大事に。"",""type"":""content"",""endTime"":63.070455,""speaker"":""A""},{""text"":""はい、失礼します。"",""type"":""content"",""endTime"":65.130807,""speaker"":""B""},{""type"":""filler"",""endTime"":79.673967},{""text"":""じゃ、 今日はこれで終わります。 皆さん、さようなら。"",""type"":""content"",""endTime"":84.715868,""speaker"":""A""},{""text"":""先生、さようならー。"",""type"":""content"",""endTime"":86.41304,""speaker"":""B""},{""text"":""あ、ミゲルさん、 どうしてそんなに急いでいるんですか。 遊びに行くんですか。"",""type"":""content"",""endTime"":91.793909,""speaker"":""A""},{""text"":""いえ、 柔道の練習に行くんです。"",""type"":""content"",""endTime"":94.351056,""speaker"":""B""},{""text"":""あ、そう。 頑張って！"",""type"":""content"",""endTime"":96.743621,""speaker"":""A""},{""type"":""filler"",""endTime"":99.631291},{""text"":""あのう、先生。"",""type"":""content"",""endTime"":102.478276,""speaker"":""B""},{""text"":""エドさん、何ですか。"",""type"":""content"",""endTime"":104.951636,""speaker"":""A""},{""text"":""月曜日休んでもいいですか。"",""type"":""content"",""endTime"":107.260331,""speaker"":""B""},{""text"":""月曜日は漢字の試験がありますよ。どうしたんですか。"",""type"":""content"",""endTime"":111.198355,""speaker"":""A""},{""text"":""実は、あした国の両親が来るんです。 一緒に旅行に行きたいんです。"",""type"":""content"",""endTime"":117.093881,""speaker"":""B""},{""text"":""そうですか。 じゃ、 しかたがありませんね。"",""type"":""content"",""endTime"":120.576924,""speaker"":""A""},{""text"":""ありがとうございます。 先生も良い週末を。"",""type"":""content"",""endTime"":124.351944,""speaker"":""B""},{""type"":""filler"",""endTime"":9999}]",63870344-26-2.m4a,6,2023-11-28 08:15:32.491068+00,2023-11-28 08:15:32.491068+00,262
28,22-3,"[{""type"":""filler"",""endTime"":2.315695},{""text"":""女の人は何をしますか。"",""type"":""content"",""endTime"":5.720008},{""type"":""filler"",""endTime"":8.485638},{""text"":""今晩食事に行きませんか。"",""type"":""content"",""endTime"":10.843055,""speaker"":""A""},{""text"":""すみません。 こんばんはちょっと映画に行く約束があります。"",""type"":""content"",""endTime"":16.028464,""speaker"":""B""},{""text"":""そうですか。"",""type"":""content"",""endTime"":17.513767,""speaker"":""A""},{""text"":""また今度お願いします。"",""type"":""content"",""endTime"":19.848978,""speaker"":""B""},{""type"":""filler"",""endTime"":22.961031},{""text"":""もう12時ですよ。昼ごはんを食べに行きませんか。"",""type"":""content"",""endTime"":27.953907,""speaker"":""A""},{""text"":""ちょっと銀行へ行く用事がありますから。"",""type"":""content"",""endTime"":31.482562,""speaker"":""B""},{""text"":""そうですか。じゃ、また後で。"",""type"":""content"",""endTime"":34.720615,""speaker"":""A""},{""type"":""filler"",""endTime"":37.742397},{""text"":""出張ですか。"",""type"":""content"",""endTime"":39.617256,""speaker"":""A""},{""text"":""ええ。 京都で会議があります。"",""type"":""content"",""endTime"":42.438329,""speaker"":""B""},{""text"":""京都ですか。 いいですね。 お寺や神社へ行くことができますね。"",""type"":""content"",""endTime"":48.836825,""speaker"":""A""},{""text"":""うーん。でも、 とても忙しいですから、 たぶん見る時間がないと思います。"",""type"":""content"",""endTime"":55.416011,""speaker"":""B""},{""text"":""そうですか。残念ですね。"",""type"":""content"",""endTime"":9999,""speaker"":""A""}]",8735379-22-3.m4a,4,2023-11-28 07:51:09.488183+00,2023-11-28 07:51:09.488183+00,223
27,38-2,"[{""type"":""filler"",""endTime"":2.944746},{""text"":""あのう、これ、クリーニング、お願いします。"",""type"":""content"",""endTime"":6.782971,""speaker"":""女  ""},{""text"":""はい。コートですね。"",""type"":""content"",""endTime"":8.710971,""speaker"":""男""},{""text"":""明日の夕方までにできますか。"",""type"":""content"",""endTime"":11.159476,""speaker"":""女  ""},{""text"":""うーん、ちょっと……。あさってなら、できますが……。"",""type"":""content"",""endTime"":15.450371,""speaker"":""男""},{""type"":""filler"",""endTime"":17.602963},{""text"":""明日までにコートをクリーニングするのは無理です。"",""type"":""content"",""endTime"":21.970798},{""type"":""filler"",""endTime"":24.784142},{""text"":""渡辺さん、みんなでカラオケに行くんですが、一緒に行きませんか。"",""type"":""content"",""endTime"":30.166481,""speaker"":""男""},{""text"":""カラオケですか……。"",""type"":""content"",""endTime"":32.357106,""speaker"":""女  ""},{""text"":""いえ、 歌を聞くのは好きなんですが、自分で歌うのはちょっと……。"",""type"":""content"",""endTime"":39.851537,""speaker"":""女  ""},{""type"":""filler"",""endTime"":41.895108},{""text"":""女の人はカラオケで歌うのが好きじゃありません。"",""type"":""content"",""endTime"":46.272985},{""type"":""filler"",""endTime"":49.085981},{""text"":""カリナさん、これから映画を見に行きませんか。"",""type"":""content"",""endTime"":52.629627,""speaker"":""男""},{""text"":""今日はちょっと……。 あした試験がありますから。"",""type"":""content"",""endTime"":56.879992,""speaker"":""女  ""},{""text"":""えっ、あした試験があるんですか。"",""type"":""content"",""endTime"":59.485255,""speaker"":""男""},{""text"":""ええ。 教室の予定表に書いてありましたよ。"",""type"":""content"",""endTime"":62.876312,""speaker"":""女  ""},{""text"":""じゃ、ぼくも勉強しないと。"",""type"":""content"",""endTime"":65.705548,""speaker"":""男""},{""type"":""filler"",""endTime"":67.711265},{""text"":""男の学生は明日試験があるのを知りませんでした。"",""type"":""content"",""endTime"":72.568955},{""type"":""filler"",""endTime"":75.357921},{""text"":""鈴木さん、はい、ボールペン。"",""type"":""content"",""endTime"":77.988591,""speaker"":""女  ""},{""text"":""ありがとう。あれ？これ、 黒のボールペンですね。 私は頼んだのは赤なんですが。"",""type"":""content"",""endTime"":86.123072,""speaker"":""男""},{""text"":""あ、すみません。間違えました。"",""type"":""content"",""endTime"":89.210942,""speaker"":""女  ""},{""type"":""filler"",""endTime"":91.282339},{""text"":""男の人が欲しかったのは赤のボールペンです。"",""type"":""content"",""endTime"":95.663198},{""type"":""filler"",""endTime"":98.096596},{""text"":""田中さん、もうレポート。出した？"",""type"":""content"",""endTime"":100.920065,""speaker"":""女  ""},{""text"":""あ、いけない。"",""type"":""content"",""endTime"":102.852772,""speaker"":""男""},{""text"":""買いていないの？"",""type"":""content"",""endTime"":104.320879,""speaker"":""女  ""},{""text"":""書いたんだけと、出すのを忘れたよ。"",""type"":""content"",""endTime"":107.125138,""speaker"":""男""},{""type"":""filler"",""endTime"":109.044746},{""text"":""男の人はレポートを書くのを忘れました。"",""type"":""content"",""endTime"":113.369991},{""type"":""filler"",""endTime"":9999}]",208572627-38-2.m4a,5,2023-11-28 07:06:38.842079+00,2023-11-28 07:06:38.842079+00,382
31,39-2,"[{""type"":""filler"",""endTime"":3.036638},{""text"":""明日の晩、みんなでイタリア料理を食べに行くんですが、一緒にいかがですか。"",""type"":""content"",""endTime"":8.335552,""speaker"":""女  ""},{""text"":""すみません。明日の晩はちょっと都合が悪くて……。"",""type"":""content"",""endTime"":12.02433,""speaker"":""男""},{""text"":""そうですか。残念ですね。"",""type"":""content"",""endTime"":14.656159,""speaker"":""女  ""},{""text"":""また今度お願いします。"",""type"":""content"",""endTime"":16.552737,""speaker"":""男""},{""type"":""filler"",""endTime"":18.662559},{""text"":""男の人はイタリア料理を食べに行けません。"",""type"":""content"",""endTime"":23.08236},{""type"":""filler"",""endTime"":25.495607},{""text"":""あのう……。"",""type"":""content"",""endTime"":26.907195,""speaker"":""女  ""},{""text"":""はい。"",""type"":""content"",""endTime"":27.850977,""speaker"":""女  ""},{""text"":""来週の水曜日に国から母が来るので、午後から帰ってもいいですか。"",""type"":""content"",""endTime"":33.463102,""speaker"":""女  ""},{""text"":""ええ、いいですよ。どうぞ。"",""type"":""content"",""endTime"":35.808829,""speaker"":""男""},{""type"":""filler"",""endTime"":37.61754},{""text"":""女の人は来週の水曜日会社を休みます。"",""type"":""content"",""endTime"":42.361104},{""type"":""filler"",""endTime"":50.458636},{""text"":""はい。"",""type"":""content"",""endTime"":51.348163,""speaker"":""女  ""},{""text"":""田中です。"",""type"":""content"",""endTime"":52.687357,""speaker"":""男""},{""text"":""田中さん、どうしたんですか。 もうすぐ会議が始まりますよ。"",""type"":""content"",""endTime"":56.956775,""speaker"":""女  ""},{""text"":""実は事故で今電車が止まっているんです。 会議に間に合わないので、先に始めてください。"",""type"":""content"",""endTime"":60.218306,""speaker"":""男""},{""text"":""分りました。"",""type"":""content"",""endTime"":65.47476,""speaker"":""女  ""},{""type"":""filler"",""endTime"":67.424508},{""text"":""男の人が来てから、会議を始めます。"",""type"":""content"",""endTime"":71.102009},{""type"":""filler"",""endTime"":73.896134},{""text"":""日本の生活で何か問題はありませんか。"",""type"":""content"",""endTime"":77.641926,""speaker"":""女  ""},{""text"":""ええ、実は漢字がわからなくて、困っているんです。"",""type"":""content"",""endTime"":81.686464,""speaker"":""男""},{""text"":""そうですか。 漢字は書けなくてもいいですが、 意味がわからなければ、困りますよね。"",""type"":""content"",""endTime"":87.7574,""speaker"":""女  ""},{""text"":""ええ、これから漢字の勉強を始めます。"",""type"":""content"",""endTime"":91.296927,""speaker"":""男""},{""type"":""filler"",""endTime"":93.434353},{""text"":""男の人は漢字がわかるようになりたいと思っています。"",""type"":""content"",""endTime"":98.370485},{""type"":""filler"",""endTime"":100.976846},{""text"":""もしもし。"",""type"":""content"",""endTime"":102.390511,""speaker"":""男""},{""text"":""どうしたの。"",""type"":""content"",""endTime"":103.487505,""speaker"":""女  ""},{""text"":""道が込んでいて、車が全然動かないんだ。 30分ぐらい遅れるかもしれない。"",""type"":""content"",""endTime"":109.392237,""speaker"":""男""},{""text"":""わかった。"",""type"":""content"",""endTime"":111.068078,""speaker"":""女  ""},{""type"":""filler"",""endTime"":112.858531},{""text"":""男の人は車の事故で、約束の時間に遅れるかもしれません。"",""type"":""content"",""endTime"":118.819945},{""type"":""filler"",""endTime"":9999}]",208574738-39-2.m4a,5,2023-11-29 07:40:31.091469+00,2023-11-29 07:40:31.091469+00,392
32,22-2,"[{""type"":""filler"",""endTime"":1.845248},{""text"":""パーティーをしています。どんな人ですか。誰ですか。"",""type"":""content"",""endTime"":8.103663},{""type"":""filler"",""endTime"":16.854967},{""text"":""すみません。佐藤さんはどんな人ですか。"",""type"":""content"",""endTime"":20.593865,""speaker"":""A""},{""text"":""佐藤さん？えーと、あの白い服を着ている女の人です。"",""type"":""content"",""endTime"":27.272178,""speaker"":""B""},{""text"":""あ、分りました。ありがとうございます。"",""type"":""content"",""endTime"":31.782526,""speaker"":""A""},{""type"":""filler"",""endTime"":34.96607},{""text"":""豊田さんはどの人ですか。"",""type"":""content"",""endTime"":37.934417,""speaker"":""A""},{""text"":""トンダ自動車の社長ですね。 えーと、 あのワインの飲んでいる人です。"",""type"":""content"",""endTime"":44.867736,""speaker"":""B""},{""text"":""背が高い人ですか。"",""type"":""content"",""endTime"":47.135595,""speaker"":""A""},{""text"":""いいえ、違います。 女の人と話している人です。"",""type"":""content"",""endTime"":51.552267,""speaker"":""B""},{""text"":""ああ、 分りました。"",""type"":""content"",""endTime"":54.485801,""speaker"":""A""},{""type"":""filler"",""endTime"":57.254634},{""text"":""小山さんはどの人ですか。"",""type"":""content"",""endTime"":59.918178,""speaker"":""A""},{""text"":""小山さんはあのドアの前に立っている人ですよ。"",""type"":""content"",""endTime"":65.217451,""speaker"":""B""},{""text"":""眼鏡をかけている人ですか。"",""type"":""content"",""endTime"":67.777905,""speaker"":""A""},{""text"":""いいえ、その隣にいる人です。"",""type"":""content"",""endTime"":70.928296,""speaker"":""B""},{""text"":""あ、 そうですか。 ありがとうございました。"",""type"":""content"",""endTime"":75.118551,""speaker"":""A""},{""type"":""filler"",""endTime"":78.743544},{""text"":""あの着物着ている女の人を知っていますか。"",""type"":""content"",""endTime"":82.438324,""speaker"":""A""},{""text"":""窓の前にいる人ですか。"",""type"":""content"",""endTime"":85.076528,""speaker"":""B""},{""text"":""いいえ、 椅子に座っている人です。"",""type"":""content"",""endTime"":88.526512,""speaker"":""A""},{""text"":""ああ、 あの人は山田さん。 IMCの山田さんの奥さんです。"",""type"":""content"",""endTime"":94.822877,""speaker"":""B""},{""text"":""ふうん。"",""type"":""content"",""endTime"":96.837298,""speaker"":""A""},{""type"":""filler"",""endTime"":100.344078},{""text"":""あの花を持っている方はどなたですか。"",""type"":""content"",""endTime"":104.038847,""speaker"":""A""},{""text"":""窓の前で話している人ですか。"",""type"":""content"",""endTime"":107.199594,""speaker"":""B""},{""text"":""ええ。"",""type"":""content"",""endTime"":108.376024,""speaker"":""A""},{""text"":""あの方は松本さんです。 IMCの部長です。"",""type"":""content"",""endTime"":113.272542,""speaker"":""A""},{""text"":""そうですか。"",""type"":""content"",""endTime"":115.06725,""speaker"":""A""},{""type"":""filler"",""endTime"":9999}]",8735378-22-2.m4a,4,2023-12-01 07:53:34.725984+00,2023-12-01 07:53:34.725984+00,222
33,26-3,"[{""type"":""filler"",""endTime"":9999},{""type"":""filler"",""endTime"":9.000238},{""text"":""鈴木さん、コンピューターが動かないんですが、ちょっと見ていただけませんか。"",""type"":""content"",""endTime"":15.141926,""speaker"":""A""},{""text"":""今、ちょっと忙しいんです。 すみませんが、この説明書を見て、自分でやってください。"",""type"":""content"",""endTime"":21.211206,""speaker"":""B""},{""text"":""はい。あのう、わからない時は……。"",""type"":""content"",""endTime"":24.555321,""speaker"":""A""},{""text"":""その時は、僕に聞いてください。"",""type"":""content"",""endTime"":27.581443,""speaker"":""B""},{""type"":""filler"",""endTime"":30.410077},{""text"":""すみません、鈴木さん、私、市役所へ行かなければならないんですが、 連れて行っていただけませんか。"",""type"":""content"",""endTime"":38.515912,""speaker"":""女  ""},{""text"":""今日ですか？今日は時間がないんです。"",""type"":""content"",""endTime"":41.863439,""speaker"":""B""},{""text"":""うーん、じゃ、 明日はどうですか。"",""type"":""content"",""endTime"":45.25095,""speaker"":""A""},{""text"":""明日だったらいいですよ。"",""type"":""content"",""endTime"":47.41284,""speaker"":""B""},{""type"":""filler"",""endTime"":50.018697},{""text"":""あのう、鈴木さん、 自分で漢字を勉強したいんですが、良い本を紹介していただけませんか。"",""type"":""content"",""endTime"":57.830321,""speaker"":""A""},{""text"":""漢字の本ですか。 僕、よく知らないんです。 でも、よかったら、土曜日の午後、一緒に本屋へ行きましょうか。"",""type"":""content"",""endTime"":68.115676,""speaker"":""B""},{""text"":""はい、ありがとうございます。"",""type"":""content"",""endTime"":70.450988,""speaker"":""A""},{""type"":""filler"",""endTime"":73.493985},{""text"":""ちょっとすみません、 鈴木さん。 これを捨てたいんですが、ゴミの日を教えていただけませんか。"",""type"":""content"",""endTime"":80.717808,""speaker"":""A""},{""text"":""燃えないゴミですね。すみません。 僕は知らないんですよ。掃除の人に聞いてください。"",""type"":""content"",""endTime"":88.616756,""speaker"":""B""},{""text"":""今、いないんですよ。"",""type"":""content"",""endTime"":90.796311,""speaker"":""A""},{""text"":""じゃ、１階の階段の近いにゴミの日のカレンダーがありますから、それを見たらわかりますよ。"",""type"":""content"",""endTime"":97.734335,""speaker"":""B""},{""text"":""ありがとうございました。"",""type"":""content"",""endTime"":99.405003,""speaker"":""A""},{""type"":""filler"",""endTime"":9999}]",63870345-26-3.m4a,6,2023-12-01 08:35:00.143706+00,2023-12-01 08:35:00.143706+00,263
