id,title,transcription,storage_path,album_id,created_at,updated_at,position_index
35,22-1,"[{""type"":""filler"",""endTime"":3.905975},{""text"":""女の人が言った物はどれですか。"",""type"":""content"",""endTime"":8.10463},{""type"":""filler"",""endTime"":16.747581},{""text"":""どこまでですか。"",""type"":""content"",""endTime"":18.813301,""speaker"":""A""},{""text"":""「 緑町」までお願いします。"",""type"":""content"",""endTime"":21.155448,""speaker"":""B""},{""type"":""filler"",""endTime"":26.965383},{""text"":""どこで止めますか。"",""type"":""content"",""endTime"":28.792033,""speaker"":""A""},{""text"":""あの家の前で止めてください。 庭に桜の木がある家です。"",""type"":""content"",""endTime"":33.968421,""speaker"":""B""},{""text"":""はい、 分りました。"",""type"":""content"",""endTime"":35.890044,""speaker"":""A""},{""type"":""filler"",""endTime"":45.0084},{""text"":""チンさん、 いらっしゃい。"",""type"":""content"",""endTime"":46.581452,""speaker"":""C""},{""text"":""わあ、たくさん料理がありますね。"",""type"":""content"",""endTime"":50.41369,""speaker"":""B""},{""text"":""ええ、 みんながいろいろ作って、持って来ました。好きな物をどうぞ。"",""type"":""content"",""endTime"":50.41369,""speaker"":""C""},{""text"":""じゃ、 ミラーさんが作った料理を食べたいです。"",""type"":""content"",""endTime"":58.575207,""speaker"":""B""},{""text"":""このカレーですよ。どうぞ。"",""type"":""content"",""endTime"":61.386788,""speaker"":""C""},{""type"":""filler"",""endTime"":64.158818},{""text"":""この間撮った写真を見せてください。"",""type"":""content"",""endTime"":67.336872,""speaker"":""B""},{""text"":""いつの？"",""type"":""content"",""endTime"":68.506172,""speaker"":""C""},{""text"":""先週一緒に奈良の寺で撮った写真です。"",""type"":""content"",""endTime"":72.462273,""speaker"":""B""},{""text"":""はい、これですね。"",""type"":""content"",""endTime"":74.704607,""speaker"":""C""},{""type"":""filler"",""endTime"":78.271634},{""text"":""本がたくさんありますね。 借りてもいいですか。"",""type"":""content"",""endTime"":82.622037,""speaker"":""B""},{""text"":""ええ、どうぞ。 どんな本がいいですか。"",""type"":""content"",""endTime"":85.51,""speaker"":""C""},{""text"":""えーっと、子供が読む本がありますか。 日本語の勉強に役にたつと思います。"",""type"":""content"",""endTime"":92.445375,""speaker"":""B""},{""text"":""じゃ、 これはどうですか。 あまり難しくないですよ。"",""type"":""content"",""endTime"":97.620018,""speaker"":""C""},{""type"":""filler"",""endTime"":9999}]",8735377-22-1.m4a,4,2023-12-02 07:13:10.854377+00,2023-12-02 07:13:10.854377+00,221
34,26-4,"[{""type"":""filler"",""endTime"":2.039015},{""text"":""カリナさんは日本についていろいろなことを知りたいです。 どこへ行ったらいいですか。 どうしたらいいですか。"",""type"":""content"",""endTime"":9.98805},{""type"":""filler"",""endTime"":12.685032},{""text"":""田中さん、ちょっと教えてください。 私、一度も剣道を見たことがないんです。 ぜひ見たいんですが、どこへ行ったらいいですか。"",""type"":""content"",""endTime"":21.848852,""speaker"":""A""},{""text"":""えーと、 緑高校に剣道クラブがありますよ。 郵便局の近くです。"",""type"":""content"",""endTime"":28.216686,""speaker"":""B""},{""text"":""あのう、直接行ってもいいんですか。"",""type"":""content"",""endTime"":30.994345,""speaker"":""A""},{""text"":""そうですね。 息子の友達が緑高校の剣道クラブにいますから、頼んであげましょうか。"",""type"":""content"",""endTime"":38.514195,""speaker"":""B""},{""text"":""ありがとうございます。"",""type"":""content"",""endTime"":39.957788,""speaker"":""A""},{""type"":""filler"",""endTime"":43.095208},{""text"":""田中さん、私、お寺について知りたいんですが、誰に聞いたら良いですか。"",""type"":""content"",""endTime"":49.040991,""speaker"":""A""},{""text"":""お寺ですか。 いろいろ本がありますよ。 図書館で調べたら、わかりますよ。"",""type"":""content"",""endTime"":55.443301,""speaker"":""B""},{""text"":""違うんです。 お寺の人の生活について知りたいんです。"",""type"":""content"",""endTime"":59.430437,""speaker"":""A""},{""text"":""じゃ、 市役所の前のお寺の人を紹介しましょうか。 近くですから、 これから行きましょう。"",""type"":""content"",""endTime"":66.503686,""speaker"":""B""},{""text"":""よろしくお願いします。"",""type"":""content"",""endTime"":68.294494,""speaker"":""A""},{""type"":""filler"",""endTime"":71.280713},{""text"":""田中さん、茶道についてレポートを書かなければならないんですが、どこへ行ったらいいですか。"",""type"":""content"",""endTime"":77.589441,""speaker"":""A""},{""text"":""茶道ですか。 この近くに有名なお茶の先生がいますよ。 うちは図書館の前です。"",""type"":""content"",""endTime"":85.106562,""speaker"":""B""},{""text"":""あ、そうですか。 見学したいんですが……。"",""type"":""content"",""endTime"":85.106562,""speaker"":""A""},{""text"":""そうですね。 まず電話をかけて、申し込まないと……。"",""type"":""content"",""endTime"":92.915179,""speaker"":""B""},{""text"":""あ、そうですね。"",""type"":""content"",""endTime"":94.63447,""speaker"":""A""},{""type"":""filler"",""endTime"":97.618164},{""text"":""田中さん、私、一度着物を着たいんですが……。"",""type"":""content"",""endTime"":101.955622,""speaker"":""A""},{""text"":""着物ですか。 駅の近くの見せて借りることができますよ。 1回10,000円ぐらいですね。"",""type"":""content"",""endTime"":109.692493,""speaker"":""B""},{""text"":""ええっ、一万円！"",""type"":""content"",""endTime"":111.80819,""speaker"":""A""},{""text"":""あ、カリナさん、町のセンターに着物の着方を練習する教室があります。 そこで貸してもらったら、安いですよ。 1,000円ぐらいです。 場所はお寺の前ですよ。"",""type"":""content"",""endTime"":125.73319,""speaker"":""B""},{""text"":""あ、それはいいですね。"",""type"":""content"",""endTime"":127.929775,""speaker"":""A""},{""type"":""filler"",""endTime"":9999}]",63870346-26-4.m4a,6,2023-12-02 06:55:51.637245+00,2023-12-02 06:55:51.637245+00,264
36,21-4,"[{""type"":""filler"",""endTime"":2.132368},{""text"":""ジャンさんは 学校のクラブで話を聞いて、 あい子さんに手紙を書きました。かっこの中に言葉を聞いてください。 "",""type"":""content"",""endTime"":12.543913},{""type"":""filler"",""endTime"":15.942682},{""text"":""あのう、柔道は難しいですか。"",""type"":""content"",""endTime"":19.470162,""speaker"":""A""},{""text"":""いいえ、初めは易しいですよ。 だんだん難しくなりますが。"",""type"":""content"",""endTime"":25.25794,""speaker"":""B""},{""text"":""おもしろいですか。"",""type"":""content"",""endTime"":26.97203,""speaker"":""A""},{""text"":""ええ、 おもしろいです。 どうですか。 ちょっと練習しませんか。"",""type"":""content"",""endTime"":32.612947,""speaker"":""B""},{""text"":""痛い！"",""type"":""content"",""endTime"":35.895894,""speaker"":""A""},{""type"":""filler"",""endTime"":39.183826},{""text"":""すみません。あのう、相撲は楽しいですか。"",""type"":""content"",""endTime"":42.758245,""speaker"":""A""},{""text"":""ええ、とても楽しいですよ。"",""type"":""content"",""endTime"":45.434554,""speaker"":""C""},{""text"":""あのう、 下着を脱がなくてもいいです。"",""type"":""content"",""endTime"":49.922737,""speaker"":""A""},{""text"":""いいえ、だめです。 脱がなければなりません。"",""type"":""content"",""endTime"":53.504139,""speaker"":""C""},{""text"":""うーん、じゃあ、私はできません。"",""type"":""content"",""endTime"":57.739265,""speaker"":""A""},{""type"":""filler"",""endTime"":60.576634},{""text"":""こんにちは。お茶は難しいですか。"",""type"":""content"",""endTime"":64.309428,""speaker"":""A""},{""text"":""そうですね。 初めは難しいと思います。 でも、だんだん楽しくなりますよ。"",""type"":""content"",""endTime"":70.769903,""speaker"":""D""},{""text"":""そうですか。 あのう、たたみに座らなければなりませんか。"",""type"":""content"",""endTime"":76.522984,""speaker"":""A""},{""text"":""はい。"",""type"":""content"",""endTime"":77.668626,""speaker"":""D""},{""text"":""じゃ、 ちょっと無理ですね。"",""type"":""content"",""endTime"":80.073489,""speaker"":""A""},{""type"":""filler"",""endTime"":83.743139},{""text"":""書道クラブです。書道を習いませんか。"",""type"":""content"",""endTime"":88.34209,""speaker"":""E""},{""text"":""あのう、 私は漢字をあまり知りませんが、 できると思いますか。"",""type"":""content"",""endTime"":94.438569,""speaker"":""A""},{""text"":""もちろんできます。 ひらがなで書いてもいいですよ。 字がきれいになりますよ。"",""type"":""content"",""endTime"":101.078668,""speaker"":""E""},{""text"":""そうですか。 じゃ、 きっと役に立つと思います。 ぜひ習いたいです。"",""type"":""content"",""endTime"":107.034928,""speaker"":""A""},{""text"":""じゃ、 来週からどうぞ。"",""type"":""content"",""endTime"":109.462503,""speaker"":""E""},{""text"":""よろしくお願いしま。"",""type"":""content"",""endTime"":110.98871,""speaker"":""A""},{""type"":""filler"",""endTime"":9999}]",8735376-21-4.m4a,4,2023-12-02 07:31:26.448996+00,2023-12-02 07:31:26.448996+00,214
37,40-1,"[{""type"":""filler"",""endTime"":6.404832},{""text"":""今世界に国がいくつあるか知っていますか。"",""type"":""content"",""endTime"":10.019103},{""type"":""filler"",""endTime"":12.318434},{""text"":""次のオリンピックはどこで行われるか知っていますか。"",""type"":""content"",""endTime"":16.152693},{""type"":""filler"",""endTime"":18.22266},{""text"":""パーティーですてきな人に会ったら、名前のほかに何を知りたいですか。"",""type"":""content"",""endTime"":23.066312},{""type"":""filler"",""endTime"":25.204644},{""text"":""日本で何をやってみたいですか。"",""type"":""content"",""endTime"":27.80786},{""type"":""filler"",""endTime"":9999}]",208574920-40-1.m4a,5,2023-12-03 09:11:42.52866+00,2023-12-03 09:11:42.52866+00,401
38,40-2,"[{""type"":""filler"",""endTime"":2.906936},{""text"":""サントスさんの写真の展覧会はどこであるか、知っていますか。"",""type"":""content"",""endTime"":7.536968,""speaker"":""男""},{""text"":""はい。「ホテルみんな」のロビーですよ。"",""type"":""content"",""endTime"":10.898325,""speaker"":""女  ""},{""text"":""何時までですか。"",""type"":""content"",""endTime"":12.419842,""speaker"":""男""},{""text"":""さあ。 山田さんに聞けばわかりますよ。"",""type"":""content"",""endTime"":16.339747,""speaker"":""女  ""},{""type"":""filler"",""endTime"":18.372153},{""text"":""女の人は、サントスさんの写真の展覧会がいつどこであるか、知っています。"",""type"":""content"",""endTime"":24.476766},{""type"":""filler"",""endTime"":27.280786},{""text"":""ミラーさん、マラソン大会に参加しますか。"",""type"":""content"",""endTime"":30.726419,""speaker"":""女  ""},{""text"":""まだ決めていません。"",""type"":""content"",""endTime"":32.296351,""speaker"":""男""},{""text"":""早く決めないと……。 申し込みはあさってまでですよ。"",""type"":""content"",""endTime"":36.721871,""speaker"":""女  ""},{""text"":""ええ、そうですね。"",""type"":""content"",""endTime"":38.53377,""speaker"":""男""},{""type"":""filler"",""endTime"":40.624331},{""text"":""ミラーさんはマラソン大会に参加するかどうか早く決めなければなりません。"",""type"":""content"",""endTime"":46.833118},{""type"":""filler"",""endTime"":49.496234},{""text"":""ミラーさんは？"",""type"":""content"",""endTime"":51.62536,""speaker"":""女  ""},{""text"":""さっきパワー電気へ行きましたよ。"",""type"":""content"",""endTime"":54.402197,""speaker"":""女  ""},{""text"":""何時ごろ帰りますか。"",""type"":""content"",""endTime"":56.639881,""speaker"":""女  ""},{""text"":""すみません。鈴木さんに聞いてみてください。"",""type"":""content"",""endTime"":60.004905,""speaker"":""男""},{""type"":""filler"",""endTime"":62.127155},{""text"":""男の人はミラーさんが何時に帰るか、知りません。"",""type"":""content"",""endTime"":66.792019},{""type"":""filler"",""endTime"":69.662539},{""text"":""今年のワインです。 フランスのワインです。 どうぞ飲んでみてください。"",""type"":""content"",""endTime"":75.146573,""speaker"":""女  ""},{""text"":""じゃ、ちょっとだけ。うん。おいしい。 1本ください。"",""type"":""content"",""endTime"":81.432904,""speaker"":""男""},{""type"":""filler"",""endTime"":83.336255},{""text"":""男の人はワインの買う前に、飲んでみました。"",""type"":""content"",""endTime"":88.025745},{""type"":""filler"",""endTime"":90.436517},{""text"":""盆踊り、見たことある？"",""type"":""content"",""endTime"":92.531952,""speaker"":""女  ""},{""text"":""ううん。一度見てみたいな。"",""type"":""content"",""endTime"":95.546908,""speaker"":""男""},{""text"":""来週うちの近くであるから、一緒に行って、踊ってみてない？"",""type"":""content"",""endTime"":99.300388,""speaker"":""女  ""},{""text"":""うん。やってみようか。"",""type"":""content"",""endTime"":101.253496,""speaker"":""男""},{""type"":""filler"",""endTime"":103.002256},{""text"":""男の人は盆踊りをしてみます。"",""type"":""content"",""endTime"":106.506267},{""type"":""filler"",""endTime"":9999}]",208574921-40-2.m4a,5,2023-12-03 09:26:50.894579+00,2023-12-03 09:26:50.894579+00,402
6,Track 2 - short one,"[{""text"":""这是第一句话"",""type"":""content"",""endTime"":9999}]",track_2.mp3,3,2023-11-16 01:44:17.962181+00,2023-11-16 01:44:17.962181+00,3
41,27-2,"[{""type"":""filler"",""endTime"":1.720256},{""text"":""会社の寮でできることはなんですか。 できない時、 どうしたらいいですか。"",""type"":""content"",""endTime"":7.453309},{""type"":""filler"",""endTime"":11.147649},{""text"":""はじめまして。 パクです。 きょうからお世話になります。"",""type"":""content"",""endTime"":15.859809,""speaker"":""A""},{""text"":""管理人の前田です。 どうぞよろしく。"",""type"":""content"",""endTime"":18.852448,""speaker"":""B""},{""text"":""あのう、 質問があるんですが。 部屋でインターネットができますか。"",""type"":""content"",""endTime"":24.285127,""speaker"":""A""},{""text"":""ええ、できますよ。"",""type"":""content"",""endTime"":26.307919,""speaker"":""B""},{""type"":""filler"",""endTime"":29.721389},{""text"":""あのう、僕は夜10時ごろ帰るんですが、 洗濯できますか。"",""type"":""content"",""endTime"":35.658283,""speaker"":""A""},{""text"":""10時ですか。 洗濯は夜の9時までなんです。"",""type"":""content"",""endTime"":39.982294,""speaker"":""B""},{""text"":""そうですか。"",""type"":""content"",""endTime"":41.802726,""speaker"":""A""},{""text"":""ええ、休みの日にお願いします。"",""type"":""content"",""endTime"":44.845446,""speaker"":""B""},{""type"":""filler"",""endTime"":48.096611},{""text"":""時々友達とパーティーをしたいと思うんですが……。"",""type"":""content"",""endTime"":51.90379,""speaker"":""A""},{""text"":""部屋でですか。 それはできませんね。 隣の人がいますから。"",""type"":""content"",""endTime"":56.928067,""speaker"":""B""},{""text"":""じゃ、食堂でやってもいいですか。"",""type"":""content"",""endTime"":59.67343,""speaker"":""A""},{""text"":""食堂だったらいいですよ。"",""type"":""content"",""endTime"":61.665497,""speaker"":""B""},{""type"":""filler"",""endTime"":64.516731},{""text"":""あのう、僕、料理が好きなんですが、 自分で料理してもいいですか。"",""type"":""content"",""endTime"":70.573208,""speaker"":""A""},{""text"":""部屋でですか。 部屋ではガスが使えませんから……。"",""type"":""content"",""endTime"":75.159015,""speaker"":""B""},{""text"":""そうでうか。"",""type"":""content"",""endTime"":76.40467},{""text"":""食堂の隣に小さい台所があります。 そこでできますよ。"",""type"":""content"",""endTime"":81.19203,""speaker"":""B""},{""text"":""あ、そうですか。 ありがとうございます。"",""type"":""content"",""endTime"":84.437791,""speaker"":""A""},{""type"":""filler"",""endTime"":87.695672},{""text"":""実は、来月友達が日本へ来るんですが、僕の部屋に泊まってもいいですか。"",""type"":""content"",""endTime"":94.015022,""speaker"":""A""},{""text"":""部屋ですか。それはちょっと……。"",""type"":""content"",""endTime"":97.082245,""speaker"":""B""},{""text"":""あ、だめですか。"",""type"":""content"",""endTime"":99.354406,""speaker"":""A""},{""text"":""いえ、 今使っていない部屋がありますから、 そちらに泊まれますよ。"",""type"":""content"",""endTime"":104.319162,""speaker"":""B""},{""text"":""ああ、そうですか。じゃ、よろしくお願いします。"",""type"":""content"",""endTime"":107.680654,""speaker"":""A""},{""type"":""filler"",""endTime"":9999}]",63870348-27-2.m4a,6,2023-12-04 08:08:54.392258+00,2023-12-04 08:08:54.392258+00,272
39,Track 3 - short one,"[{""type"":""filler"",""endTime"":9999}]",track_2.mp3,3,2023-12-04 01:46:54.676574+00,2023-12-04 01:46:54.676574+00,4
40,27-1,"[{""type"":""filler"",""endTime"":4.599493},{""text"":""留学生がビデオ映画をつくります。 どの仕事を誰がしますか。 どうしてですか。"",""type"":""content"",""endTime"":11.419955},{""type"":""filler"",""endTime"":21.121266},{""text"":""みんなでビデオ映画を作りたいと思うんですが……。"",""type"":""content"",""endTime"":24.569205,""speaker"":""A""},{""text"":""どんな映画ですか。"",""type"":""content"",""endTime"":26.76168,""speaker"":""B""},{""text"":""侍の映画です。"",""type"":""content"",""endTime"":28.286727,""speaker"":""A""},{""text"":""おもしろいですね。 やりましょう。"",""type"":""content"",""endTime"":30.952833,""speaker"":""F""},{""text"":""映画には、いろいろな仕事があります。 まず、お話を書かなければなりません。 ミゲルさん、どうですか。"",""type"":""content"",""endTime"":38.574473,""speaker"":""A""},{""text"":""私はお話を作ることが好きですから、書けると思います。 そうですね。 侍と忍者の話はどうですか。 あ、お姫様も。"",""type"":""content"",""endTime"":46.367442,""speaker"":""C""},{""text"":""じゃ、ミゲルさん、おもしろい話をお願いしま。"",""type"":""content"",""endTime"":52.074939,""speaker"":""A""},{""type"":""filler"",""endTime"":56.397431},{""text"":""タワポンさんは何ができますか。"",""type"":""content"",""endTime"":59.220782,""speaker"":""A""},{""text"":""僕はビデオが取れますよ。 カメラのことを心配しないでください。"",""type"":""content"",""endTime"":64.718981,""speaker"":""B""},{""type"":""filler"",""endTime"":68.649839},{""text"":""次に…… 侍になりたい人はいますか。"",""type"":""content"",""endTime"":72.350596,""speaker"":""A""},{""text"":""はーい、僕、 侍になりたいです。 剣道ができますから。"",""type"":""content"",""endTime"":76.591065,""speaker"":""D""},{""text"":""じゃ、エドさんは侍になってください。"",""type"":""content"",""endTime"":79.660429,""speaker"":""A""},{""type"":""filler"",""endTime"":83.949789},{""text"":""えーと、ジャンさんは何をしたいですか。でも、 お姫様は無理ですね。"",""type"":""content"",""endTime"":90.35625,""speaker"":""A""},{""text"":""いえ、僕、 お姫様になりたいです。 歌舞伎では男の人が女の人になるんですよ。"",""type"":""content"",""endTime"":96.512003,""speaker"":""E""},{""text"":""ひえー！でも、ジャンさんは 声が高いですから…… できますね。"",""type"":""content"",""endTime"":101.149759,""speaker"":""D""},{""type"":""filler"",""endTime"":105.116351},{""text"":""それから、忍者になれる人はいますか。 私はできませんが。"",""type"":""content"",""endTime"":110.287333,""speaker"":""A""},{""text"":""あ、わたし、 速く走れます。 高い所に登れます。 狭い所に入ります。"",""type"":""content"",""endTime"":115.759169,""speaker"":""F""},{""text"":""じゃ、キムさん、 お願いします。"",""type"":""content"",""endTime"":118.268108,""speaker"":""A""},{""type"":""filler"",""endTime"":122.314767},{""text"":""あのう、メーキャップはデだれが……？"",""type"":""content"",""endTime"":125.847339,""speaker"":""B""},{""text"":""私を忘れないでください。私は絵がかけます。 みんなの顔にすてきな絵をかいてあげます。"",""type"":""content"",""endTime"":133.465998,""speaker"":""A""},{""text"":""カリナさん、お願いします。"",""type"":""content"",""endTime"":135.859049,""speaker"":""B〜F""},{""type"":""filler"",""endTime"":9999}]",63870347-27-1.m4a,6,2023-12-04 07:29:51.831573+00,2023-12-04 07:29:51.831573+00,271
42,21-3,"[{""type"":""filler"",""endTime"":2.309041},{""text"":""田中さんはカリナさんと日本人の生活について話しました。 田中さんとカリナさんの見方は同じですか。"",""type"":""content"",""endTime"":13.971092},{""type"":""filler"",""endTime"":16.745401},{""text"":""カリナさん、 日本人はよく働くでしょう？"",""type"":""content"",""endTime"":20.768279,""speaker"":""A""},{""text"":""ええ、そうですね。 日本人は本当によく働くと思います。 田中さんも毎日忙しいでしょう。"",""type"":""content"",""endTime"":29.555895,""speaker"":""B""},{""text"":""そうですね。仕事はとても忙しいです。 残業も多いですよ。"",""type"":""content"",""endTime"":35.504872,""speaker"":""A""},{""text"":""そうですか。大変ですね。"",""type"":""content"",""endTime"":38.504044,""speaker"":""B""},{""type"":""filler"",""endTime"":41.968425},{""text"":""カリナさん、日本は物価が高いでしょう。"",""type"":""content"",""endTime"":45.943776,""speaker"":""A""},{""text"":""ええ、私の国よりずっと高いですね。 留学生の生活は本当に大変です。 特に、食べ物が高いですね。"",""type"":""content"",""endTime"":56.419462,""speaker"":""B""},{""text"":""そうですね。"",""type"":""content"",""endTime"":57.89042,""speaker"":""A""},{""text"":""ええ。それから、電車やバスが高いですね。"",""type"":""content"",""endTime"":62.433368},{""text"":""そうでしょう？。 物価が高いですから、日本人も大変ですよ"",""type"":""content"",""endTime"":68.207992,""speaker"":""A""},{""type"":""filler"",""endTime"":71.431053},{""text"":""カリナさん、 日本の学生はよく遊ぶでしょう？"",""type"":""content"",""endTime"":76.174009,""speaker"":""A""},{""text"":""そうですか。"",""type"":""content"",""endTime"":77.894843,""speaker"":""B""},{""text"":""私もよく遊びましたよ。 スポーツ、旅行、コンサート……。 楽しかったなあ。 勉強はあまりしませんでしたね。"",""type"":""content"",""endTime"":80.12052,""speaker"":""A""},{""text"":""そうですか。 でも、私の日本人の友達はみんなよく勉強しますよ。 レポートや試験がたくさんありますから。"",""type"":""content"",""endTime"":97.22434,""speaker"":""B""},{""text"":""へえ、そうですか。 私の子供も学生ですが、よく遊びますよ。"",""type"":""content"",""endTime"":104.709424,""speaker"":""A""},{""type"":""filler"",""endTime"":9999}]",8735375-21-3.m4a,4,2023-12-04 11:38:44.508196+00,2023-12-04 11:38:44.508196+00,213
43,21-2,"[{""type"":""filler"",""endTime"":1.803996},{""text"":""留学生はアルバイトについて話しました。 留学生の意見はどうですか。 どうしてですか。"",""type"":""content"",""endTime"":10.528175},{""type"":""filler"",""endTime"":13.049477},{""text"":""昨日、先生はアルバイトはよくないと言いました。 先生の意見についてどう思いますか。 まず、リンさん。"",""type"":""content"",""endTime"":23.141181,""speaker"":""A""},{""text"":""先生は私たちの勉強を心配していると思います。 私もアルバイトはよくないと思います。 勉強の時間が少なくなりますから。 わたしはしていません。"",""type"":""content"",""endTime"":35.556491,""speaker"":""B""},{""type"":""filler"",""endTime"":38.242526},{""text"":""カリナさんはどう思いますか。"",""type"":""content"",""endTime"":40.892437,""speaker"":""A""},{""text"":""私は、アルバイトをしたことがあります。 いろいろな人と日本語で話すことができました。 日本語が上手になったと思います。 ですから、アルバイトをしてもいいと思いますよ。"",""type"":""content"",""endTime"":54.190285,""speaker"":""C""},{""type"":""filler"",""endTime"":57.584203},{""text"":""キムさんは アルバイトをしていますね。"",""type"":""content"",""endTime"":60.960114,""speaker"":""A""},{""text"":""ええ、でも、 アルバイトはよくないと思います。 とても疲れてますから、勉強ができません。 でも、１か月に５万円足りませんから、しなければなりません。"",""type"":""content"",""endTime"":72.403395,""speaker"":""D""},{""text"":""そうですか。大変ですね。"",""type"":""content"",""endTime"":75.886571,""speaker"":""A""},{""type"":""filler"",""endTime"":78.997695},{""text"":""エドさんは アルバイトをしていますか。"",""type"":""content"",""endTime"":81.892776,""speaker"":""A""},{""text"":""はい、 英語を教えています。 いろいろな人に会うことができますから、楽しいですよ。 アルバイトをしてもいいと思います。"",""type"":""content"",""endTime"":91.861764,""speaker"":""E""},{""text"":""そうですか。 いろいろな意見がありますが、問題は時間の使い方ですね。"",""type"":""content"",""endTime"":98.978096,""speaker"":""A""},{""text"":""そうですね。"",""type"":""content"",""endTime"":100.952224,""speaker"":""B〜E""},{""type"":""filler"",""endTime"":9999}]",8735374-21-2.m4a,4,2023-12-04 11:55:04.678676+00,2023-12-04 11:55:04.678676+00,212
44,21-1,"[{""type"":""filler"",""endTime"":3.760706},{""text"":""なんと言いましたか。 どこのことばですか。"",""type"":""content"",""endTime"":7.823786},{""type"":""filler"",""endTime"":10.855942},{""text"":""今日はよか天気ばい。"",""type"":""content"",""endTime"":13.442323,""speaker"":""A""},{""text"":""え、 今、何と言いましたか。ようか……。"",""type"":""content"",""endTime"":18.260446,""speaker"":""B""},{""text"":""「 今日はいい天気だ」と言いました。 福岡では、そう言いますよ。"",""type"":""content"",""endTime"":23.293538,""speaker"":""A""},{""text"":""ああ、そうですか。"",""type"":""content"",""endTime"":25.351296,""speaker"":""B""},{""type"":""filler"",""endTime"":33.923686},{""text"":""どうぞ。こちらに座ってください。"",""type"":""content"",""endTime"":36.414693,""speaker"":""A""},{""text"":""おおきに。"",""type"":""content"",""endTime"":38.139651,""speaker"":""B""},{""text"":""え、何と言いましたか。 何が大きいですか。"",""type"":""content"",""endTime"":42.847933,""speaker"":""A""},{""text"":""いいえ、「おおきに」は大阪のことばで「ありがとう」ですよ。"",""type"":""content"",""endTime"":49.072482,""speaker"":""B""},{""text"":""日本語は難しいですね。"",""type"":""content"",""endTime"":51.896384,""speaker"":""A""},{""type"":""filler"",""endTime"":55.141916},{""text"":""じゃ、失礼します。"",""type"":""content"",""endTime"":56.929597,""speaker"":""A""},{""text"":""また、おいでんせい。"",""type"":""content"",""endTime"":59.611446,""speaker"":""B""},{""text"":""え、今、何と言いましたか。"",""type"":""content"",""endTime"":62.86067,""speaker"":""A""},{""text"":""ああ、「また、おいでんせい」ですか。「 また来てください」と同じですよ。 岡山のことばです。"",""type"":""content"",""endTime"":71.61929,""speaker"":""B""},{""text"":""あ、そうでしか。じゃ、また来ます。"",""type"":""content"",""endTime"":75.378639,""speaker"":""A""},{""type"":""filler"",""endTime"":78.341397},{""text"":""おばんです。"",""type"":""content"",""endTime"":80.102524,""speaker"":""A""},{""text"":""え、今、何と言いましたか。「おばん」ですか？"",""type"":""content"",""endTime"":85.653992,""speaker"":""B""},{""text"":""ああ、秋田のことばを使いました。「おばんです」は「こんばんは」と同じです。"",""type"":""content"",""endTime"":93.332286,""speaker"":""A""},{""text"":""へーえ、おもしろいですね。"",""type"":""content"",""endTime"":96.40375,""speaker"":""B""},{""type"":""filler"",""endTime"":9999}]",8735373-21-1.m4a,4,2023-12-04 12:13:46.381379+00,2023-12-04 12:13:46.381379+00,211